parsed,lcvp
Kefersteinia,
Kefersteinia cirrata,
Kelleria,
Kelleria australiensis,
Kelletia kelletia,
Kelletia kelletii,
Kellia,
Kellia suborbicularis,
Kellicottia,
Kellicottia bostoniensis,
Kellicottia longispina,
Kelliidae,
Kelp gull,
Kelp holdfast,
Kenovidoma singularis,
Kentucky warbler,
Kephyrion,
Kephyrion gracilis,
Kephyrion moniliferum,
Kephyrion planctonicum,
Kephyrion skujae,
Keratella,
Keratella cochlearis,
Keratella crassa,
Keratella earlinae,
Keratella guadrata,
Keratella hiemalis,
Keratella quadrata,
Keratella serrulata,
Keratella taurocephala,
Keratella testudo,
Keratella ticinensis,
Kermadec isla,
Keroeides,
Kesun,
Kibara coriacea,Kibara coriacea (Blume) Hook.f. & A.Thomps.
Kibatalia maingayi,Kibatalia maingayi (Hook.f.) Woodson
Kiefferulus,
Kielmeyera coriacea,Kielmeyera coriacea Mart. & Zucc.
Kielmeyera speciosa,Kielmeyera speciosa A.St.-Hil.
Killdeer,
Killer whale,
Kinberginereis inermis,
Kinbergonuphis,
Kinbergonuphis simoni,
Kinbergonuphis spa,
Kinbergonuphis vexillaria,
Kinbergonuphis virgata,
Kinetoskias,
Kinetoskias smitti,
Kingiodendron pinnatum,Prioria pinnata (Roxb. ex DC.) Breteler
Kinglet unidentified,
Kingstonia nervosa,Dendrokingstonia nervosa (Hook.f. & Thomson) Rauschert
Kinorhyncha,
Kinosternidae,
Kirchenpaueria,
Kirchenpaueria echinulata,
Kirchenpaueria pinnata,
Kirchenpaueria similis,
Kirchneriella,
Kirchneriella contorta,
Kirchneriella lunaris,
Kirchneriella obesa,
Kirinia epaminondas,
Kirinia epimenides,
Kiyohimea usagi,
Klugerella bifurca,
Klugerella gordoni,
Knautia arvensis,Knautia arvensis (L.) Coult.
Knema attenuata,Knema attenuata (Wall. ex Hook.f. & Thomson) Warb.
Knema conferta,Knema conferta (King) Warb.
Knema curtisii,
Knema furfuracea,Knema furfuracea (Hook.f. & Thomson) Warb.
Knema hookeriana,Knema hookeriana (Wall. ex Hook.f. & Thomson) Warb.
Knema intermedia,Knema intermedia (Blume) Warb.
Knema kunstleri,Knema kunstleri Warb.
Knema laurina,Knema laurina (Blume) Warb.
Knema malayana,Knema malayana Warb.
Knema patentinervia,Knema patentinervia (Sinclair) W.J.deWilde
Knema pseudolaurina,Knema pseudolaurina W.J.deWilde
Knema scortechinii,Knema scortechinii (King) J.Sinclair
Knema stenophylla,Knema stenophylla (Warb.) J.Sinclair
Knema sumatrana,Knema sumatrana (Blume) W.J.deWilde
Koanophyllon wetmorei,Koanophyllon wetmorei (B.L.Rob.) R.M.King & H.Rob.
Kobresia,
Kobresia myosuroides,Carex myosuroides Vill.
Kobus ellipsiprymnus,
Kochia scoparia,Bassia scoparia (L.) A.J.Scott
Koeleria macrantha,Koeleria macrantha (Ledeb.) Schult.
Koeleria pyramidata,Koeleria pyramidata (Lam.) P.Beauv.
Koenigia islandica,Koenigia islandica L.
Kofoidinium velleloides,
Kogia,
Kogia breviceps,
Kogia sima,
Koilodepas longifolium,Koilodepas longifolium Hook.f.
Kokoona reflexa,Kokoona reflexa (M.A.Lawson) DingHou
Kolga hyalina,
Koliella sempervirens,
Komma,
Konatopus paao,
Konosirus punctatus,
Koompassia malaccensis,Koompassia malaccensis Benth.
Kophobelemnon,
Koroga megalops,
Kowalevskia,
Krascheninnikovia lanata,Krascheninnikovia lanata (Pursh) A.Meeuse & A.Smit
Kraussia integra,
Krefftichthys anderssoni,
Krigia cespitosa,
Krigia virginica,Krigia virginica (L.) Willd.
Krohnitta pacifica,
Krohnitta subtilis,
Kryptoperidinium,
Kryptoperidinium foliaceum,
Kuhlia marginata,
Kuhlia mugil,
Kummerowia stipulacea,Kummerowia stipulacea (Maxim.) Makino
Kumococius rodericensis,
Kupellonura,
Kupellonura formosa,
Kuronezumia bubonis,
Kuronezumia leonis,
Kurtiella bidentata,
Kurtiella tumidula,
Kurtzia arteaga,
Kurtziella,
Kurtziella atrostyla,
Kurtziella cerina,
Kurtziella crebricostata,
Kurtziella diomedea,
Kurtziella limonitella,
Kurtziella plumbea,
Kurtziella rubella,
Kurtziella serga,
Kurtziella spa,
Kurtzina beta,
Kydia calycina,Kydia calycina Roxb.
Kyllinga vaginata,Kyllinga vaginata Lam.
Kyphosidae,
Kyphosus,
Kyphosus bigibbus,
Kyphosus cinerascens,
Kyphosus cinerescens,
Kyphosus cornelii,
Kyphosus incisor,
Kyphosus pacificus,
Kyphosus sectator,
Kyphosus sectatrix,
Kyphosus sydneyanus,
Kyphosus vaigiensis,
Labidesthes sicculus,
Labidocera,
Labidocera acuta,
Labidocera acutifrons,
Labidocera bengalensis,
Labidocera carpentariensis,
Labidocera cervi,
Labidocera dakini,
Labidocera farrani,
Labidocera fluviatilis,
Labidocera kroyeri,
Labidocera laevidentata,
Labidocera minuta,
Labidocera moretoni,
Labidocera pavo,
Labidocera tasmanica,
Labidochirus,
Labidoplax,
Labidoplax buskii,
Labidoplax digitata,
Labidoplax dubia,
Labidoplax media,
Labioporella,
Laboea,
Laboea strobila,
Labrichthys unilineatus,
Labrida,
Labridae,
Labridae unidentified,
Labrisomus nuchipinnis,
Labrisomus phillipi,
Labroides bicolor,
Labroides dimidiatus,
Labroides rubrolabiatus,
Labropsis moluccanus,
Labrus,
Labrus bergylta,
Labrus bimaculatus,
Labrus merula,
Labrus mixtus,
Labrus viridis,
Lacanobia contigua,
Lacanobia lilacina,
Lacanobia liquida,
Lacanobia lutra,
Lacanobia nevadae,
Lacanobia oleracea,
Lacanobia radix,
Lacanobia suasa,
Lacanobia subjuncta,
Lacanobia tacoma,
Lacanobia thalassina,
Lacanobia w-latinum,
Laccobius biguttatus,
Laccophilus minutus,
Lacerna problematica,
Lacewing,
Lachnaea densiflora,Lachnaea densiflora Meisn.
Lachnaea grandiflora,Lachnaea grandiflora (L.f.) Baill.
Lachnolaimus maximus,
Lacinipolia,
Lacinipolia cuneata,
Lacinipolia davena,
Lacinipolia illaudabilis,
Lacinipolia olivacea,
Lacinipolia patalis,
Lacinipolia pensilis,
Lacinipolia rectilinea,
Lacinipolia stricta,
Lacinipolia strigicollis,
Lacinipolia vicina,
Lacistema aggregatum,Lacistema aggregatum (P.J.Bergius) Rusby
Lacistema hasslerianum,Lacistema hasslerianum Chodat
Lacmellea panamensis,Lacmellea panamensis (Woodson) Markgr.
Lactarius lactarius,
Lactophrys,
Lactophrys bicaudalis,
Lactophrys quadricornis,
Lactophrys trigonus,
Lactophrys triqueter,
Lactophrys unknown,
Lactoria,
Lactoria cornuta,
Lactoria diaphana,
Lactoria fornasini,
Lactoria gibbosus,
Lactuca,
Lactuca canadensis,Lactuca canadensis L.
Lactuca ludoviciana,Lactuca ludoviciana (Nutt.) Riddell
Lactuca saligna,Lactuca saligna L.
Lactuca serriola,Lactuca serriola L.
Lacuna,
Lacuna crassior,
Lacuna epheria,
Lacuna neritoidea,
Lacuna pallidula,
Lacuna parva,
Lacuna puteola,
Lacuna smithi,
Lacuna unifasciata,
Lacuna variegata,
Lacuna vincta,
Lacydonia,
Lacydonia miranda,
Lacydoniidae,
Ladder-backed,
Ladenbergia macrocarpa,Ladenbergia macrocarpa (Vahl) Klotzsch
Laemonema,
Laemonema barbatulum,
Laemonema globiceps,
Laemonema goodebeanorum,
Laemonema latifrons,
Laemonema laureysi,
Laemonema longipes,
Laemonema nana,
Laemonema palauense,
Laena rotundicollis,
Laennecia coulteri,Laennecia coulteri (A.Gray) G.L.Nesom
Laeonereis,
Laeonereis culveri,
Laeops kitaharae,
Laeops parviceps,
Laetia procera,Laetia procera (Poepp. & Endl.) Eichler
Laetia thamnia,Laetia thamnia L.
Laetmonice,
Laetmonice filicornis,
Laetmonice hystrix,
Laevapex fuscus,
Laevicardiinae,
Laevicardium,
Laevicardium attenuatum,
Laevicardium biradiatum,
Laevicardium crassum,
Laevicardium laevigatum,
Laevicardium mortoni,
Laevicardium pictum,
Laevicardium pinctum,
Laevicardium substriatum,
Laevicardium sybariticum,
Laevidentalium,
Laevidentalium sominium,
Laeviphitus japonicus,
Lafoea,
Lafoea dumosa,
Lafoea fruticosa,
Lafoea gracillima,
Lafoea pocillum,
Lafoeidae,
Lafoeina tenuis,
Lafoensia pacari,Lafoensia pacari A.St.-Hil.
Lafoensia punicifolia,Lafoensia punicifolia Bertero ex DC.
Lafystius sturionis,
Laganum centrale,
Laganum depressum,
Lagenicella lacunosa,
Lagenicella marginata,
Lagenicella neosocialis,
Lagenipora,
Lagenipora crenulata,
Lagenipora ferocissima,
Lagenipora laevissima,
Lagenipora lepralioides,
Lagenipora pinnacula,
Lagenipora socialis,
Lagenodelphis hosei,
Lagenorhynchus,
Lagenorhynchus acutus,
Lagenorhynchus albirostris,
Lagenorhynchus cruciger,
Lagenorhynchus obliquidens,
Lagenorhynchus obscurus,
Lagerheimia,
Lagerheimia ciliata,
Lagerheimia quadriseta,
Lagerheimia subsalsa,
Lagerstroemia microcarpa,Lagerstroemia lanceolata Wall.
Lagerstroemia parviflora,Lagerstroemia parviflora Roxb.
Laginocarpus rigidus,
Lagis bocki,
Lagis koreni,
Lagisca extenuata,
Lagocephalus,
Lagocephalus gloveri,
Lagocephalus inermis,
Lagocephalus laevigatus,
Lagocephalus lagocephalus,
Lagocephalus lunaris,
Lagocephalus sceleratus,
Lagocephalus spadiceus,
Lagocephalus suezensis,
Lagocephalus wheeleri,
Lagodon rhomboides,
Lagopus lagopus,
Lagopus mutus,
Lagotis glauca,Lagotis glauca Gaertn.
Lagria hirta,
Lagria rufipennis,
Laguncula pulchella,
Laguncularia racemosa,Laguncularia racemosa (L.) C.F.Gaertn.
Lahaina,
Lahaina agassizii,
Lamanonia ternata,Lamanonia ternata Vell.
Lambdina fiscellaria,
Lambis crocata,
Lamellaria,
Lamellaria latens,
Lamellaria perspicua,
Lamellariidae,
Lamellaxis gracilis,
Lamellibrachia,
Lamellibrachia satsuma,
Lamellidoris,
Lamellidoris fusca,
Lamellidoris muricata,
Laminaria,
Laminaria agardhii,
Laminaria digitata,
Laminaria farlowii,
Laminaria hyperborea,
Laminaria ochroleuca,
Laminaria saccharina,
Laminaria setchellii,
Laminariaceae,
Lamium,
Lamium album,Lamium album L.
Lamium amplexicaule,Lamium amplexicaule L.
Lamium purpureum,Lamium purpureum L.
Lamna ditropis,
Lamna nasus,
Lampadena,
Lampadena anomala,
Lampadena chavesi,
Lampadena luminosa,
Lampadena notialis,
Lampadena speculigera,
Lampadena urophaos,
Lampanyctinae,
Lampanyctodes hectoris,
Lampanyctus,
Lampanyctus achirus,
Lampanyctus alatus,
Lampanyctus ater,
Lampanyctus australis,
Lampanyctus crocodilus,
Lampanyctus cuprarius,
Lampanyctus festivus,
Lampanyctus intricans,
Lampanyctus intricarius,
Lampanyctus lepidolychnus,
Lampanyctus lineatus,
Lampanyctus macdonaldi,
Lampanyctus macropterus,
Lampanyctus nobilis,
Lampanyctus parvicauda,
Lampanyctus photonotus,
Lampanyctus pusillus,
Lampetra ayresi,
Lampetra ayresii,
Lampetra fluviatilis,
Lampetra planeri,
Lampetra tridentata,
Lampetra tridentatus,
Lampichthys procerus,
Lampides boeticus,
Lamponius portoricensis,
Lampranthus austricolus,Lampranthus austricolus L.Bolus
Lampranthus bicolor,Lampranthus bicolor (L.) N.E.Br.
Lampranthus falciformis,Oscularia falciformis (Haw.) H.E.K.Hartmann
Lampranthus promontorii,Lampranthus promontorii (L.Bolus) N.E.Br.
Lampranthus stenus,Lampranthus stenus (Haw.) N.E.Br.
Lampranthus tenuifolius,Lampranthus tenuifolius (L.) N.E.Br.
Lampridiformes,
Lampris guttatus,
Lamprogrammus,
Lamprogrammus niger,
Lampronia morosa,
Lampronycteris brachyotis,
Lampropeltis calligaster,
Lampropeltis getula,
Lampropeltis triangulum,
Lampropidae,
Lamprops,
Lamprops affinis,
Lamprops carinata,
Lamprops carinatus,
Lamprops fasciatus,
Lamprops fuscata,
Lamprops fuscatus,
Lamprops quadriplicata,
Lamprops quadriplicatus,
Lamprops sarsi,
Lamproptera curius,
Lamproptera meges,
Lamprothamnium papulosum,
Lampyrid,
Lampyridae,
Lanassa,
Lanassa gracilis,
Lanassa nordenskioeldi,
Lanassa nordenskioldi,
Lanassa venusta,
Lanceola,
Lanceola clausi,
Lanceola loveni,
Lanceola pacifica,
Lanceola sayana,
Lanceola serrata,
Langerhansia anops,
Lanice,
Lanice conchilega,
Laniidae,
Lanius bucephalus,
Lanius collurio,
Lanius excubitor,
Lanius ludovicianus,
Lannea coromandelica,Lannea coromandelica (Houtt.) Merr.
Lansium domesticum,Lansium domesticum Corrêa
Laodicea,
Laodicea undulata,
Laomedea,
Laomedea angulata,
Laomedea calceolifera,
Laomedea flexuosa,
Laomedea neglecta,
Laomedia astacina,
Laonice,
Laonice bahusiensis,
Laonice cirrata,
Laonice cirratus,
Laonice nuchala,
Laonice pugettensis,
Laonice sarsi,
Laonome,
Laonome kroeyeri,
Laonome kroyeri,
Laonome salmicidis,
Laophonte cornuta,
Laophonte elongata,
Laothoe populi,
Lapemis hardwickii,
Laphania,
Laphania boecki,
Lappula,
Lappula occidentalis,Lappula occidentalis (S.Watson) Greene
Lappula redowskii,Lappula redowskii (Hornem.) Greene
Laqueus californianus,
Larentia clavaria,
Laridae,
Larimichthys crocea,
Larimus breviceps,
Larimus fasciatus,
Larinae,
Larix decidua,Larix decidua Mill.
Lark,
Larrea tridentata,Larrea tridentata (Sessé & Moc. ex DC.) Coville
Larsia decolorata,
Larus,
Larus argentatus,
Larus atricilla,
Larus audouinii,
Larus cachinnans,
Larus californicus,
Larus canus,
Larus cirrocephalus,
Larus crassirostris,
Larus delawarensis,
Larus dominicanus,
Larus fuscus,
Larus glaucescens,
Larus glaucoides,
Larus hartlaubii,
Larus heermanni,
Larus hemprichii,
Larus hyperboreus,
Larus hyuperboreus,
Larus leucopthalmus,
Larus marinus,
Larus melanocephalus,
Larus michahellis,
Larus minutus,
Larus novaehollandiae,
Larus occidentalis,
Larus pacificus,
Larus philadelphia,
Larus pipixcan,
Larus ridibundus,
Larus sabini,
Larus saundersi,
Larus schistisagus,
Larus thayeri,
Larvacea,
Lasaea adansoni,
Lasaeidae,
Lasaeinae,
Lasianthus,
Lasianthus lowianus,Saprosma lowiana (King & Gamble) H.Zhu
Lasiodactylus picta,
Lasiognathus saccostoma,
Lasiommata megera,
Lasionycta perplexa,
Lasiurus blossevillii,
Lasiurus ega,
Laspeyria flexula,
Lataxiena fimbriata,
Laternula anatina,
Laternula boschasina,
Laternula marilina,
Laternula truncata,
Lates calcarifer,
Lathrobium,
Lathrobium elongatum,
Lathrobium fulvipenne,
Lathrobium impressum,
Lathrobium rufonitidus,
Lathrobium terminatus,
Lathronympha strigana,
Lathyrus linifolius,Lathyrus linifolius (Reichard) Bässler
Lathyrus pratensis,Lathyrus pratensis L.
Laticorophium,
Laticorophium baconi,
Latirus,
Latirus angulatus,
Latirus carinifer,
Latirus paetelianus,
Latirus territus,
Latreutes fucorum,
Latreutes parvulus,
Latridius hirtus,
Latridopsis ciliaris,
Latridopsis forsteri,
Latriella elegans,
Latris lineata,
Laubieriopsis brevis,
Lauderia,
Lauderia annulata,
Lauraceae,
Laurembergia repens,Laurembergia tetrandra (Schott) Kanitz
Laurencia,
Laurencia brongniartii,
Laurencia coronopus,
Laurencia crispa,
Laurencia galtsoffii,
Laurencia intricata,
Laurencia nipponica,
Laurencia obtusa,
Laurencia okamurae,
Laurencia pacifica,
Laurencia papillosa,
Laurencia pinnata,
Laurencia pyramidalis,
Lauterbornia,
Lavius collurio,
Laxosuberites,
Lazuli,
Leachia,
Leachia atlantica,
Leachia pacificus,
Leaena,
Leaena abranchiata,
Leaena videns,
Leander,
Leander tenuicornis,
Leandra dichotoma,Leandra dichotoma (Pav. ex D.Don) Cogn.
Leandra granatensis,Leandra granatensis Gleason
Leanira,
Leanira hystricis,
Least,
Leathesia difformis,
Leathesia marina,
Lebbeus,
Lebbeus grandimana,
Lebbeus groenlandicus,
Lebbeus microceros,
Lebbeus polaris,
Lebeckia meyeriana,Lebeckia meyeriana Eckl. & Zeyh.
Lebia bifenestrata,
Leblondiella densa,
Lecane,
Lecane clara,
Lecane inermis,
Lecane leontina,
Lecane luna,
Lecane mira,
Lecane tenuiseta,
Lecane tudicola,
Lecanora,
Lecanora conizaeoides,
Lecanora gangaleoides,
Lecanora helicopis,
Lecanora rupicola,
Lecythis,
Lederina,
Ledum decumbens,Rhododendron spec.
Ledum palustre,Rhododendron groenlandicum (Oeder) Kron & Judd
Leersia hexandra,Leersia hexandra Sw.
Leersia oryzoides,Leersia oryzoides (L.) Sw.
Leguminosae,
Leiaster,
Leiaster leachi,
Leididae,
Leieschara orientalis,
Leilaster spinulosus,
Leiocapitella,
Leiocapitella glabra,
Leiocapitella spa,
Leiocapitella spb,
Leiochone polaris,
Leiochrides,
Leiochrides pallidior,
Leiochrus,
Leiocottus hirundo,
Leiodes polita,
Leiodes rufipennis,
Leiodinae,
Leiognathus,
Leiognathus aureus,
Leiognathus berbis,
Leiognathus bindus,
Leiognathus blochii,
Leiognathus decorus,
Leiognathus elongatus,
Leiognathus equulus,
Leiognathus fasciatus,
Leiognathus klunzingeri,
Leiognathus leuciscus,
Leiognathus longispinis,
Leiognathus moretoniensis,
Leiognathus nuchalis,
Leiognathus ruconius,
Leiognathus splendens,
Leiolambrus nitidus,
Leionucula bellotii,
Leionucula superba,
Leiopidae,
Leiosalpinx australis,
Leiostomus xanthurus,
Leiothrix lutea,
Leistus crassus,
Leistus niger,
Leistus obtusicollis,
Leistus subaeneus,
Leitoscoloplos,
Leitoscoloplos acutus,
Leitoscoloplos foliosus,
Leitoscoloplos fragilis,
Leitoscoloplos mammosus,
Leitoscoloplos panamensis,
Leitoscoloplos pugettensis,
Leitoscoloplos robustus,
Lembos,
Lembos borealis,
Lembos ovalipes,
Lembos rectangulatus,
Lembos smithi,
Lembos spa,
Lembos spinicarpus,
Lembos tempus,
Lembos unifasciatus,
Lembos websteri,
Lemnalia,
Lenisquilla lata,
Lenormandiopsis,
Lenormandiopsis latifolia,
Lenormandiopsis lorentzii,
Lensia,
Lensia achilles,
Lensia ajax,
Lensia asymmetrica,
Lensia campanella,
Lensia conoidea,
Lensia cossack,
Lensia exeter,
Lensia fowleri,
Lensia grimaldi,
Lensia hardy,
Lensia havock,
Lensia hostile,
Lensia hotspur,
Lensia hunter,
Lensia leloupi,
Lensia lelouveteau,
Lensia meteori,
Lensia multicristata,
Lensia panikkari,
Lensia reticulata,
Lensia subtilis,
Lensia subtiloides,
Lensia tottoni,
Lensia zenkevitchi,
Lentilumnus,
Leodia sexiesperforata,
Leonia,
Leontodon autumnalis,Scorzoneroides autumnalis (L.) Moench
Leontodon helveticus,Scorzoneroides helvetica (Mérat) Holub
Leontodon hispidus,Leontodon hispidus L.
Leonurus cardiaca,Leonurus cardiaca L.
Leopard seal,
Lepadella,
Lepadella acuminata,
Lepadella patella,
Lepadichthys frenatus,
Lepadidae,
Lepadogaster,
Lepadogaster candollei,
Lepadogaster lepadogaster,
Lepadomorpha,
Lepas,
Lepas anatifera,
Lepas fascicularis,
Lepas pectinata,
Lepechinella schellenbergi,
Leperisinus fraxini,
Lepeta,
Lepeta caeca,
Lepeta coeca,
Lepetodrilidae,
Lepetodrilus,
Lepetodrilus nux,
Lepidactylus,
Lepidactylus dytiscus,
Lepidactylus spa,
Lepidactylus triarticulatus,
Lepidametria commensalis,
Lepidasthenia,
Lepidasthenia argus,
Lepidasthenia berkeleyae,
Lepidasthenia commensalis,
Lepidasthenia longicirrata,
Lepidasthenia maculata,
Lepidasthenia varius,
Lepidasthenius spa,
Lepidepecreum,
Lepidepecreum garthi,
Lepidepecreum gurjanovae,
Lepidepecreum longicorne,
Lepidepecreum serraculum,
Lepidion eques,
Lepidion inosimae,
Lepidion microcephalus,
Lepidion schmidti,
Lepidium,
Lepidium campestre,Lepidium campestre (L.) R.Br.
Lepidium densiflorum,Lepidium densiflorum Schrad.
Lepidium lasiocarpum,Lepidium lasiocarpum Nutt.
Lepidium virginicum,Lepidium virginicum L.
Lepidocarium,
Lepidochelys kempii,
Lepidochitona cinerea,
Lepidochitona dentiens,
Lepidochitona flectens,
Lepidochitona liozonis,
Lepidocybium flavobrunneum,
Lepidocybium flavobrunnrum,
Lepidodinium,
Lepidodinium chlorophorum,
Lepidonotopodium,
Lepidonotus,
Lepidonotus clava,
Lepidonotus spiculus,
Lepidonotus squamatus,
Lepidonotus sublevis,
Lepidonotus variabilis,
Lepidopa benedicti,
Lepidopa californica,
Lepidoperca aurantia,
Lepidoperca pulchella,
Lepidoperca tasmanica,
Lepidopetalum fructoglabrum,Lepidopetalum fructoglabrum Welzen
Lepidophanes,
Lepidophanes gaussi,
Lepidophanes guentheri,
Lepidophanes guntheri,
Lepidophanes indicus,
Lepidophanes pyrsobolus,
Lepidophanes supralateralis,
Lepidophthalmus jamaicense,
Lepidophthalmus louisianensis,
Lepidopleurina,
Lepidopleurus,
Lepidopsetta,
Lepidopsetta bilineata,
Lepidopsetta polyxystra,
Lepidopsocoidae,
Lepidoptera,
Lepidopus,
Lepidopus altifrons,
Lepidopus caudatus,
Lepidorhinus squamosus,
Lepidorhombus,
Lepidorhombus boscii,
Lepidorhombus whiffiagonis,
Lepidorhombus whiffiagonus,
Lepidorhynchus denticulatus,
Lepidoteuthis grimaldii,
Lepidotrigla,
Lepidotrigla abyssalis,
Lepidotrigla alata,
Lepidotrigla argus,
Lepidotrigla brachyoptera,
Lepidotrigla calodactyla,
Lepidotrigla cavillone,
Lepidotrigla damaged,
Lepidotrigla dieuzeidei,
Lepidotrigla guentheri,
Lepidotrigla hime,
Lepidotrigla japonica,
Lepidotrigla japonica-like,
Lepidotrigla kanagashira,
Lepidotrigla modesta,
Lepidotrigla mulhalli,
Lepidotrigla papilio,
Lepidotrigla russelli,
Lepidotrigla vanessa,
Lepidozamia hopei,Lepidozamia hopei (W.Hill) Regel
Lepidozia reptans,
Lepidozona,
Lepidozona mertensii,
Lepidozygus tapeinosoma,
Lepisanthes fruticosa,Lepisanthes fruticosa (Roxb.) Leenh.
Lepisanthes griffithii,
Lepisanthes hirta,Lepisanthes rubiginosa (Roxb.) Leenh.
Lepisanthes senegalensis,Lepisanthes senegalensis (Juss. ex Poir.) Leenh.
Lepisanthes tetraphylla,Lepisanthes tetraphylla Radlk.
Lepisosteus ferruginea,
Lepisosteus platyrhinchus,
Lepisosteus platyrhincus,
Lepomis,
Lepomis auritus,
Lepomis cyanellus,
Lepomis cynanellus,
Lepomis fuscotomento,
Lepomis gibbosus,
Lepomis gulosus,
Lepomis humilis,
Lepomis humilus,
Lepomis macrochirus,
Lepomis marginatus,
Lepomis megalotis,
Lepomis microlophus,
Lepomis punctatus,
Lepophidium,
Lepophidium jeannae,
Lepophidium profundorum,
Leporimetis obesa,
Leporinus elongatus,
Leporinus friderici,
Leporinus lacustris,
Leporinus macrocephalus,
Leporinus obtusidens,
Leporinus octofasciatus,
Leporinus striatus,
Lepralia,
Lepralia americana,
Lepralia elimata,
Lepralia granulata,
Lepraliella contigua,
Lepraliella mooraboolensis,
Lepraria incana,
Leprotintinnus,
Leprotintinnus bottnicus,
Leprotintinnus pellucidus,
Leprus intermedius,
Lepsiella vinosa,
Leptadrillia cookei,
Leptagonus decagonus,
Leptanthura,
Leptasterias,
Leptasterias asteira,
Leptasterias groenlandica,
Leptasterias hexactis,
Leptasterias muelleri,
Leptasterias polaris,
Leptasterias tenera,
Leptastrea,
Leptastrea bewickensis,
Leptastrea pruinosa,
Leptastrea purpurea,
Leptastrea transversa,
Leptatherina presbyteroides,
Leptidea morsei,
Leptidea sinapis,
Leptinatella gordoni,
Leptocarabus arboreus,
Leptocaris,
Leptocephali,
Leptocephalus,
Leptoceridae,
Leptocheirus,
Leptocheirus hirsutimanus,
Leptocheirus pectinatus,
Leptocheirus pilosus,
Leptocheirus pinguis,
Leptocheirus plumulosus,
Leptocheirus tricristatus,
Leptochela,
Leptochela bermudensis,
Leptochela carinata,
Leptochela hawaiiensis,
Leptochela irrobusta,
Leptochela papulata,
Leptochela serratorbita,
